Groups:
JIM,163.33331
MAMALIGA,58.5
Snake,90.0
Zeus,86.0
Zorg,102.16667

Warriors:
JIM1,88.50001
JIM2,74.833336
MAMALIGA1,21.5
MAMALIGA2,37.0
Snake1,43.5
Snake2,46.5
Zeus1,47.0
Zeus2,39.0
Zorg1,48.499996
Zorg2,53.666668
