Groups:
larry,213.50002
MAMALIGA,52.0
Snake,20.0
Zeus,76.0
Zorg,136.50003

Warriors:
larry1,79.333336
larry2,134.16667
MAMALIGA1,28.5
MAMALIGA2,23.5
Snake1,14.0
Snake2,6.0
Zeus1,36.5
Zeus2,39.5
Zorg1,72.16666
Zorg2,64.33332
