Groups:
MAMALIGA,71.0
Snake,87.0
VICTOR,107.5
Zeus,135.0
Zorg,99.5

Warriors:
MAMALIGA1,40.0
MAMALIGA2,31.0
Snake1,42.0
Snake2,45.0
VICTOR1,51.0
VICTOR2,56.5
Zeus1,67.0
Zeus2,68.0
Zorg1,53.0
Zorg2,46.5
