Groups:
GAYWOD,101.0
MAMALIGA,59.0
Snake,82.0
Zeus,148.0
Zorg,109.0

Warriors:
GAYWOD1,45.0
GAYWOD2,56.0
MAMALIGA1,32.0
MAMALIGA2,27.0
Snake1,41.5
Snake2,40.5
Zeus1,64.0
Zeus2,84.0
Zorg1,55.5
Zorg2,53.5
