Groups:
AKLI,170.23328
MAMALIGA,52.5
Snake,53.783333
Zeus,106.5
Zorg,115.98338

Warriors:
AKLI1,79.450005
AKLI2,90.78335
MAMALIGA1,29.0
MAMALIGA2,23.5
Snake1,22.5
Snake2,31.283333
Zeus1,66.0
Zeus2,40.5
Zorg1,59.449997
Zorg2,56.533318
